feature,importance
precio_oro_log_return_1_rolling_mean_12,0.05024051253899868
precio_oro_diff_1,0.0371763022674919
precio_brent_lag_3,0.029392380312849263
precio_brent_diff_1,0.022621509749908328
trm_diff_lag_3,0.01616310065745572
bancolombia_price_usd_diff_lag_3,0.01612813415826042
precio_brent_diff_lag_1,0.015195707743368245
precio_oro_log_return_1_rolling_mean_6,0.014974325748778772
demanda_energetica_pct_change_1,0.014914342982414782
umap_embedding_x,0.014610246928377446
precio_oro_diff_lag_3,0.013216654100388237
bancolombia_price_usd_pct_change_1,0.012995493528601144
precio_oro_log_return_1_rolling_mean_3,0.012550927913943615
precio_brent_diff_lag_2,0.012342289685916386
precio_brent_lag_2,0.012310174546345263
precio_oro_diff_lag_1,0.012034212367665567
bancolombia_price_usd_diff_lag_6,0.012009935580757938
precio_bolsa_nacional_energetica,0.01199128406989461
precio_cafe_centusd_diff_lag_12,0.011929823783118328
trm_lag_1,0.011861114818194716
precio_brent_pct_change_1,0.011627052751783953
precio_brent_diff_lag_3,0.011572675682712077
dtf_diff_lag_2,0.010878242581656098
bancolombia_price_usd_diff_lag_1,0.010340541433221153
precio_oro_diff_lag_2,0.010008328246933632
month,0.009752910884170704
bancolombia_price_usd_diff_1,0.009686145708591597
demanda_energetica_diff_lag_1,0.00955477039068565
precio_brent_diff_lag_6,0.009539320172825445
bancolombia_price_usd_diff_lag_2,0.009485618124240381
precio_cafe_centusd_diff_lag_1,0.009369146715610748
precio_cafe_centusd_diff_lag_6,0.009255408045160753
precio_cafe_centusd_diff_lag_3,0.008980437633749224
precio_oro_diff_lag_12,0.00884934677982874
precio_brent_diff_lag_12,0.008832768254716732
dtf_diff_1,0.008831797058267204
precio_bolsa_nacional_energetica_diff_lag_3,0.00883045385540626
precio_bolsa_nacional_energetica_diff_lag_6,0.008505474955364623
precio_bolsa_nacional_energetica_lag_2,0.008380722386955534
demanda_energetica_diff_lag_6,0.008370752233580823
demanda_energetica_diff_lag_3,0.008204021728059632
dtf_pct_change_1,0.008144681385471357
inflacion_sin_alimentos_diff_lag_12,0.008038468535828772
precio_cafe_centusd_pct_change_1,0.008026356227685274
demanda_energetica_diff_1,0.008008367568893253
precio_brent_lag_6,0.007986041650673128
demanda_energetica_diff_lag_12,0.007962029165071327
precio_cafe_centusd_diff_lag_2,0.007826255190676083
precio_oro_diff_lag_6,0.00769388894045651
precio_oro_pct_change_1,0.007690415288055564
inflacion_sin_alimentos,0.007630737057492242
precio_bolsa_nacional_energetica_diff_lag_1,0.007603170995746333
trm_lag_3,0.0075079913329414855
precio_cafe_centusd_diff_1,0.007289518732656437
trm_diff_lag_6,0.007207007191686047
precio_oro_log_return_1_rolling_std_3,0.00694502093892726
precio_oro_log_return_1,0.006843085217501992
dtf_diff_lag_6,0.006688678115417374
precio_bolsa_nacional_energetica_lag_12,0.006629976373663849
trm_diff_lag_1,0.006598064278464524
trm_pct_change_1,0.006547908215130815
precio_bolsa_nacional_energetica_diff_lag_2,0.0065217832345556195
trm_diff_lag_2,0.0063812571890931565
precio_cafe_centusd_lag_12,0.006361764808254629
dtf_diff_lag_3,0.006353100053902278
trm,0.006337067941736905
trm_diff_1,0.006319981947321431
umap_embedding_y,0.006200357864588465
precio_bolsa_nacional_energetica_lag_1,0.0058411607772452506
demanda_energetica_diff_lag_2,0.005739116973839661
inflacion_sin_alimentos_diff_lag_1,0.005737089579246221
inflacion_sin_alimentos_diff_lag_3,0.00570174334630033
precio_oro_log_return_1_rolling_std_12,0.005662119865400375
demanda_energetica,0.005620708621532381
inflacion_sin_alimentos_pct_change_1,0.0055906268646439125
inflacion_sin_alimentos_diff_lag_2,0.0055010545135488025
demanda_energetica_lag_12,0.005362334391361641
trm_diff_lag_12,0.005265649897146918
dtf_diff_lag_1,0.005264456300325043
precio_bolsa_nacional_energetica_lag_6,0.0052535556652232905
bancolombia_price_usd_diff_lag_12,0.005213752152089563
precio_cafe_centusd_lag_3,0.0051606640532631184
inflacion_sin_alimentos_diff_lag_6,0.005150668581839981
precio_brent_lag_12,0.005145101084755128
precio_oro_lag_1,0.005025241639375619
precio_cafe_centusd_lag_6,0.004904253225405904
precio_bolsa_nacional_energetica_diff_lag_12,0.004901105016536003
precio_oro_lag_12,0.004846248505179322
precio_bolsa_nacional_energetica_diff_1,0.004771968515639732
precio_bolsa_nacional_energetica_pct_change_1,0.004757012460846032
precio_oro_lag_2,0.004742458754469903
bancolombia_price_usd_lag_6,0.004683704398562113
trm_lag_6,0.004676556288022942
precio_bolsa_nacional_energetica_lag_3,0.004567858343148571
bancolombia_price_usd_lag_2,0.00445360024363575
precio_oro_log_return_1_rolling_std_6,0.004403970809455401
precio_cafe_centusd_lag_1,0.0043328339333355585
precio_cafe_centusd_lag_2,0.004259985671570644
trm_lag_2,0.004252888237019784
dtf_diff_lag_12,0.004173897602784775
inflacion_sin_alimentos_diff_1,0.0038306850866803134
