feature,importance
trm,0.08585466923588775
precio_brent_lag_6,0.08108734953935301
time_index,0.03977445096147772
executive_period_santos_ii,0.03817841032984109
trm_lag_12,0.03385355600601672
precio_brent,0.032522642409202544
precio_oro_log_return_1_rolling_mean_12,0.03112685779281532
inflacion_sin_alimentos_lag_12,0.029603554031977647
precio_brent_lag_2,0.02585759664155881
precio_oro_lag_12,0.024078455758199436
bancolombia_price_usd_lag_12,0.02405554622323046
precio_oro_log_return_1_rolling_std_12,0.022937739800559954
precio_oro_log_return_1_rolling_mean_6,0.02204322135903729
trm_lag_1,0.021237909434735098
precio_brent_lag_1,0.01838605454846429
precio_cafe_centusd_lag_6,0.017311309515806683
precio_oro,0.013566209470829104
precio_brent_lag_3,0.013361145684675025
precio_brent_lag_12,0.012109307137749757
dtf_lag_6,0.012054083312822605
inflacion_sin_alimentos,0.011856990897038094
umap_embedding_x,0.010428191770335032
dtf_lag_3,0.009999291601372359
precio_oro_lag_6,0.009224981142309437
precio_oro_lag_1,0.008048259311174717
precio_oro_log_return_1_rolling_mean_3,0.008023718326160488
precio_cafe_centusd_lag_12,0.007999842444756908
precio_bolsa_nacional_energetica_lag_2,0.007838873069652953
precio_oro_lag_2,0.007464899824000127
bancolombia_price_usd,0.007375155320691096
tipm_lag_6,0.007304268102705724
trm_diff_lag_12,0.007225867321829505
inflacion_sin_alimentos_lag_3,0.0069271290099930235
precio_cafe_centusd_lag_1,0.006115528636820759
inflacion_sin_alimentos_lag_6,0.006105317506851512
precio_brent_diff_lag_12,0.005944471820593363
precio_bolsa_nacional_energetica_lag_1,0.00583377851977266
bancolombia_price_usd_diff_1,0.005550544427332289
precio_bolsa_nacional_energetica,0.0055320429354649755
precio_bolsa_nacional_energetica_lag_6,0.005411740731821345
precio_bolsa_nacional_energetica_lag_3,0.0054026024611039895
precio_bolsa_nacional_energetica_lag_12,0.005356576760225214
precio_oro_diff_lag_1,0.005337431731612541
precio_brent_diff_lag_1,0.00507553702350937
bancolombia_price_usd_lag_1,0.005072786460598262
dtf_pct_change_1,0.0050223516280232606
dtf_diff_1,0.004919079793414436
trm_lag_2,0.004896205669193243
precio_cafe_centusd,0.004820314261500635
precio_oro_log_return_1_rolling_std_3,0.004464193248746501
inflacion_sin_alimentos_lag_2,0.0043917442180035435
inflacion_sin_alimentos_pct_change_1,0.004207231279631602
precio_oro_lag_3,0.004117534114548491
precio_oro_log_return_1_rolling_std_6,0.004072743538511767
bancolombia_price_usd_diff_lag_1,0.0039904720190022105
precio_bolsa_nacional_energetica_diff_lag_12,0.003987049006162904
precio_oro_diff_lag_6,0.0038754119770154694
dtf_lag_12,0.0038711564211547115
tipm_pct_change_1,0.0037828773035574748
precio_cafe_centusd_lag_2,0.003755686362372864
umap_embedding_y,0.0035918653670780403
precio_brent_diff_lag_3,0.0033859999103516827
month,0.003369996120191349
bancolombia_price_usd_lag_6,0.0033343247794344446
precio_brent_diff_lag_6,0.003318102268567765
inflacion_sin_alimentos_diff_1,0.003274208619725205
precio_oro_diff_lag_3,0.0032272549071794025
precio_cafe_centusd_lag_3,0.0031981453627048604
precio_oro_diff_lag_12,0.0031735081905099587
trm_lag_6,0.0031460926428030942
precio_cafe_centusd_diff_lag_12,0.0031305631261640677
precio_cafe_centusd_diff_lag_1,0.0030465995136614433
inflacion_sin_alimentos_diff_lag_2,0.0029556571763489346
trm_diff_lag_1,0.0027857546180488153
precio_cafe_centusd_diff_lag_6,0.002702234195020783
dtf_diff_lag_3,0.002651395673750785
precio_bolsa_nacional_energetica_diff_lag_6,0.0025180450246652976
dtf_diff_lag_1,0.002513613118143084
inflacion_sin_alimentos_diff_lag_12,0.0025000628323073822
demanda_energetica_lag_3,0.0024782279561924546
precio_brent_diff_lag_2,0.0024756645819193944
precio_oro_diff_lag_2,0.0024643657769059515
inflacion_sin_alimentos_diff_lag_6,0.0024639264204428103
dtf_diff_lag_6,0.0024592103238496037
demanda_energetica_lag_2,0.002439342454129269
dtf,0.0024014968156497907
inflacion_sin_alimentos_lag_1,0.002188176216033673
precio_oro_diff_1,0.0021812510301633292
bancolombia_price_usd_diff_lag_6,0.002172020764082787
dtf_lag_2,0.0021589007251726078
precio_cafe_centusd_diff_lag_2,0.0021510493013118487
tipm,0.002135030124015134
demanda_energetica_diff_lag_2,0.002093621321827549
tipm_diff_lag_2,0.0020608425036033455
precio_oro_pct_change_1,0.0020224787427835945
trm_diff_lag_3,0.0020046542041667107
bancolombia_price_usd_pct_change_1,0.0019962852613753875
bancolombia_price_usd_diff_lag_2,0.0019765005961738013
inflacion_sin_alimentos_diff_lag_1,0.0019331845275698983
demanda_energetica_lag_12,0.001918911138637041
precio_brent_diff_1,0.0019061843412933864
bancolombia_price_usd_lag_2,0.0018613809201882571
precio_cafe_centusd_diff_lag_3,0.001855110044663219
trm_diff_lag_6,0.0017860316178622303
trm_diff_1,0.0017677544451899824
dtf_diff_lag_2,0.0016977858619852213
precio_cafe_centusd_diff_1,0.0016533789116142104
precio_bolsa_nacional_energetica_diff_1,0.0016276386836282112
tipm_diff_lag_1,0.0016254467006234432
tipm_lag_1,0.0016233807519686154
trm_lag_3,0.001602147595461113
demanda_energetica_diff_lag_12,0.0015659201298484332
inflacion_sin_alimentos_diff_lag_3,0.0015642203134541934
trm_diff_lag_2,0.001525904396057549
bancolombia_price_usd_diff_lag_12,0.0015134312501094557
bancolombia_price_usd_diff_lag_3,0.001498491900030677
precio_oro_log_return_1,0.0014735701916876562
dtf_lag_1,0.0014653419907617873
precio_cafe_centusd_pct_change_1,0.0013821374190147533
bancolombia_price_usd_lag_3,0.00135662056622975
demanda_energetica_diff_lag_3,0.0013229422700261533
precio_bolsa_nacional_energetica_diff_lag_1,0.0013135538533569427
demanda_energetica_lag_1,0.0013053409985592209
demanda_energetica_pct_change_1,0.00129500187640539
tipm_lag_12,0.0012651778131328576
precio_brent_pct_change_1,0.0012501381090184443
trm_pct_change_1,0.0011657240011021394
precio_bolsa_nacional_energetica_diff_lag_3,0.0011522607465271673
tipm_diff_lag_3,0.001139540743703943
dtf_diff_lag_12,0.0011364739687116587
precio_bolsa_nacional_energetica_pct_change_1,0.0011262947883451376
demanda_energetica_diff_lag_1,0.001121549602381223
precio_bolsa_nacional_energetica_diff_lag_2,0.0010918032819273937
demanda_energetica_lag_6,0.0009902575943042504
demanda_energetica_diff_lag_6,0.0009557910421542597
demanda_energetica,0.0009324582889945947
tipm_diff_lag_12,0.0008318261738777215
tipm_lag_3,0.0008288227380996065
demanda_energetica_diff_1,0.000758819366271392
tipm_lag_2,0.0006134218363458629
tipm_diff_lag_6,0.0003651276018309197
executive_period_uribe_i,0.00035591665612096313
policy_rate_change,0.00030276255883766986
tipm_diff_1,0.000275684734414085
year,0.0002580237479199065
umap_cluster_0,0.00020708508156814156
umap_cluster_1,0.00019836471501400956
policy_stance_neutral,0.0001353301311680829
executive_period_uribe_ii,0.00012750199588186596
policy_stance_tightening,6.748689111882807e-05
executive_period_duque,6.546430913180362e-05
policy_stance_easing,4.821241200636403e-05
umap_cluster_2,1.0992054385442634e-05
executive_period_santos_i,2.309422312969976e-06
umap_cluster_3,1.6741683578847063e-06
executive_period_pastrana,4.749695460373275e-07
executive_period_nan,0.0
executive_period_petro,0.0
policy_stance_nan,0.0
umap_cluster_nan,0.0
