feature,importance
trm,0.064129642065787
precio_brent_lag_2,0.047065009902970155
precio_brent_lag_1,0.03293674815199104
precio_oro_log_return_1_rolling_mean_12,0.02854032865547155
inflacion_sin_alimentos,0.021925603336954248
umap_embedding_x,0.021485740664654605
precio_oro_log_return_1_rolling_mean_6,0.019569610603836957
precio_brent_lag_6,0.01735047931296139
precio_oro_log_return_1_rolling_std_3,0.016235896501453677
dtf_lag_6,0.01463888388741365
precio_oro_lag_12,0.01443609871690476
time_index,0.013334178797118465
bancolombia_price_usd,0.013144770337264682
precio_cafe_centusd_diff_lag_12,0.013083176317341311
bancolombia_price_usd_diff_lag_3,0.0119380294767791
trm_lag_1,0.011867222083526184
precio_brent_lag_12,0.0112355104667998
dtf_diff_lag_3,0.011193823203302753
executive_period_santos_ii,0.011148720602025736
precio_oro,0.0105382703026889
precio_oro_log_return_1_rolling_mean_3,0.010396556512132971
precio_bolsa_nacional_energetica_lag_3,0.010158550879623234
precio_bolsa_nacional_energetica_lag_2,0.009993684864937328
bancolombia_price_usd_lag_12,0.009991654421641943
precio_bolsa_nacional_energetica_lag_1,0.009865451342145058
bancolombia_price_usd_diff_lag_1,0.009760978015591804
precio_brent,0.009587503402480506
precio_cafe_centusd_diff_lag_1,0.009239233534928021
inflacion_sin_alimentos_lag_12,0.009014401663906683
precio_oro_log_return_1_rolling_std_12,0.008360557092032877
precio_oro_diff_lag_3,0.008288184771830711
precio_brent_diff_1,0.008210665893941538
precio_brent_diff_lag_2,0.008158401940192992
bancolombia_price_usd_diff_lag_2,0.00807168581673654
precio_brent_diff_lag_6,0.008012485203938116
precio_oro_lag_1,0.007760101228530894
dtf_diff_1,0.007475281758147406
precio_oro_diff_lag_6,0.0074668562868911
precio_brent_lag_3,0.007359209754467496
precio_cafe_centusd_lag_1,0.006985043353180029
precio_cafe_centusd_diff_lag_6,0.0069841249770188725
precio_cafe_centusd_lag_12,0.0069648965151151545
precio_oro_diff_lag_1,0.006723670032492397
precio_bolsa_nacional_energetica,0.006693815019509077
trm_lag_12,0.006633101283743204
precio_cafe_centusd_pct_change_1,0.006614328743995338
precio_brent_diff_lag_1,0.0065123781626593635
precio_cafe_centusd_lag_2,0.006500901752563148
precio_oro_lag_6,0.006478788863882753
trm_diff_lag_3,0.006463252859712811
precio_cafe_centusd_lag_3,0.00644556354029562
month,0.006379433875542165
trm_lag_2,0.006257250237597408
trm_lag_3,0.006176777088991115
precio_oro_log_return_1_rolling_std_6,0.006006574515828205
dtf_diff_lag_1,0.006003589366278482
umap_embedding_y,0.005957734295077116
trm_lag_6,0.00594626675593638
bancolombia_price_usd_diff_1,0.005941767368104688
trm_diff_lag_12,0.005800546901164661
dtf_diff_lag_2,0.005738738657201426
precio_bolsa_nacional_energetica_diff_lag_6,0.005567897878025859
trm_diff_lag_1,0.005567516247442848
precio_cafe_centusd,0.005559651948613144
dtf_lag_1,0.0055033232335939776
inflacion_sin_alimentos_lag_1,0.0054792969838094565
precio_bolsa_nacional_energetica_lag_6,0.00544868768970982
dtf_pct_change_1,0.005430550730168188
precio_cafe_centusd_lag_6,0.005231829088938706
inflacion_sin_alimentos_diff_lag_6,0.005145301138008235
bancolombia_price_usd_diff_lag_6,0.0050967072016799226
inflacion_sin_alimentos_lag_6,0.005059882417148808
inflacion_sin_alimentos_diff_lag_1,0.004988145454510357
demanda_energetica_diff_lag_1,0.004929077028640882
precio_bolsa_nacional_energetica_diff_lag_12,0.004903578683555366
precio_bolsa_nacional_energetica_diff_lag_1,0.0048760079309892275
precio_cafe_centusd_diff_lag_2,0.004830449850408117
demanda_energetica_diff_lag_3,0.004732600571404262
bancolombia_price_usd_pct_change_1,0.004727942006027592
precio_brent_diff_lag_3,0.004594842406099098
demanda_energetica_lag_6,0.004568805590352989
trm_diff_lag_2,0.004552059296659749
precio_brent_pct_change_1,0.004487892609221057
precio_brent_diff_lag_12,0.004460687620812937
precio_oro_diff_lag_2,0.004435826108501868
inflacion_sin_alimentos_lag_3,0.004410066585495689
precio_bolsa_nacional_energetica_diff_lag_3,0.004404632084546384
demanda_energetica_diff_lag_2,0.004349331230718875
inflacion_sin_alimentos_diff_lag_2,0.004342717892593983
inflacion_sin_alimentos_diff_lag_12,0.0043340160439267
trm_diff_lag_6,0.004272747906404178
precio_cafe_centusd_diff_lag_3,0.004201445122470034
precio_bolsa_nacional_energetica_pct_change_1,0.004153758820504195
precio_bolsa_nacional_energetica_diff_lag_2,0.004138679420602888
demanda_energetica_diff_lag_6,0.0040673799312351665
dtf_lag_2,0.004066579574507694
dtf_lag_3,0.003968003672859951
tipm_lag_12,0.003945816003518888
